text,sentiment
"This is one I know I have not seen since I was a child. For example, I completely missed the pederasty implications of ""Pleasure Island,"" where the bad boys are taken and do not come back -- at least as boys. OK, they are turned into donkeys and sold to the mines, but I suspect the Disney studios were able to recognize that a synonym for ""donkey"" is ""ass."" That's right; their asses were sold into slavery!Once again, I had forgotten most of the details, including the wonderful clocks and mechanical toys in Geppetto's shop. Or the way he set up housekeeping in Monstero's belly. He and his cat are fishing while his goldfish looks on placidly in her fish bowl.This is yet another Disney classic that is worth sharing with your children and/or grandchildren, but you may have to explain some of the more arcane aspects. 1940 was a long, long time ago.",positive
"True greatness is not seen in all the glitter that goes with success. It is seen in the daily toil and struggle against whatever life throws at you. This book shows that Vince Lombardi was not perfect, his marriage was not rosy, and by his own admission he was not the father he should have been. Yet the book also shows that despite it all, Vince Lombardi fought against the odds, and mostly fought against himself, and he won. Vince Lombardi died at the right time, as the football world he knew, without big business and million dollar salaries, was crumbling all around him. His values are those of the shining knights of old, who stood for sacrifice of the individual for the benefit of the common good. This book does him justice, and it moved me to tears even as I read over snippets of it in the bookstore. This is why I bought the book.",positive
I'm going to see the Foo Fighters tonight in Edinburgh! I expect to be 10% a better human being tomorrow morning!... http://t.co/9wjmWY1zld,positive
"The rejuvenation of TFI Friday, ergo giving Chris Evans the opportunity to appear on TV more, is very disheartening.",negative
"If this is released to lacking sales numbers and the mass media reports on it ... hahaha. Give the fans what they want, the extended edition released right along side the theatrical edition. The high def format has been around for over 2 years, so its obvious the high def transfer started quite some time ago.Aside from lackluster reviews by all media outlets when this is released, I hope you all can look forward to perhaps a few rotten apples lobbed at the marketing department's front door.ATTN New Line Marketing: Unless you data showing otherwide, the average LOTR buyer is a lot more savvy than the base of Beverly Hills Chihuahua 2. They understand how this works and will not purchase this edition. Instead they're just going to raise cain on message boards.By releasing this first without the extended edition right around the corner you're seriously upsetting your fanbase...just wanted you to know...unless thats something you really wanted to do.Good Luck,",negative
"The screenplay is hugely overwritten , with tons and tons of dialogue -- most of it given to children .",negative
Whose going to HMV in Leeds tomorrow to meet The Vamps?? #MTVStars The Vamps,neutral
we may not have the civil trailer but we're gonna get rdj and chris evans on jimmy kimmel. and this is pure happiness.,positive
"I rented this movie for our 4-year-old daughter and was pleasantly surprised. This movie talks a little bit about adoption, which is a topic that is near and dear to my heart since my daughter is adopted. It explains adoption in such a sweet and gentle way with quotes such as, ""We all need to be with the ones who love us the best."" I have now purchased this movie for my daughter and plan to watch it with her from time-to-time for the next couple of years as one way to help me explain adoption to her in a very kid-friendly way.",positive
The packaging is really really annoying because the styrofoam that is used (cheap?) sticks to every part of the cabinet... Then the assembly is really weird (and I've assembled a lot of furniture from different stores) and requires quite a few adjustments for the top leaves to look ok. The bottles compartment is not high enough to accomodate big bottles. Overall it's functional but certainly not worth the price I paid.,neutral
"The table looks wonderful. However, it is a bit wobbly. I just can't rest my feet on it any longer.",neutral
"swlayer is one of those bands that is like a roach they just dont go away theyve made like 20 albums and still havent made it repetitive guitar and drums all albums sound the same give it up slayer your not going to make it just not that great of a band people need to understand that 5 4.5 stars means the album is rated a classis not you like them so give them 5 if this album was a classic it would have at least sold 500,000 copies not under 100,000",negative
twilight may be a really shitty movie franchise but the soundtracks are so good,neutral
A tremendous piece of work .,positive
"For starters, I wouldn't give this such a bad rating if the album was sincere. I had a suspension when I saw all the advertising. This album makes you go ""Hey what's this,"" but goes no where. Every song sounds exactly the same. But that really is the only response that I can honestly have after listening to it the multiple times. The music feels so right, but has no substance whatsoever, almost in a similiar way to the lyrics. Please if you have any respect for the artists that this album is trying to emulate, don't give in to this manufactured crap. Dig deeper. If not go watch Garden State. If you may allow me to leave you with some lyrics from this album, I will end this review:Well painted passion...You rightly expect...Impersonation...The dumbing down of love...",negative
"Beer...or Yoga?

Located in a small center just east of Four Peaks Brewery in Tempe (a reasonable distance from the light rail on Apache), is an amazing, classy studio for the Mind-Body connection.

Mr. Mustachio had decided after doing a couple yoga classes with me at the ASU gym that he loved the stretch, so pursued a class for a semester at ASU this Spring and had the pleasure of practicing with Tish Hegel. After seeing his body transform to only 16.2% body fat, all his jeans get too big on him and fill out his American Apparel briefs nicely I was super jealous. He raved about his teacher and I could tell he had de-stressed a lot since he started the practice.

Luckily, she opened up a studio recently, and it simply goregous. The waiting area is filled with yoga material and a very calming space with a remodeled bathroom and dressing rooms to change if coming from work/school. Not at all cheesy like the SouthWest Inst with the way too many angels imagery (creepy!). But the gem is truly the practice space. Hardwood floors, high ceilings, a beautiful staircase, tasteful decorations and absolutely NO MIRRORS.  

That is right- the only person staring at my pudge rolls is my teacher and who-ever isn't focusing on their tree posture-not the entire class! It really relieves a lot of stress  and helps me concentrate on how a posture feels as opposed to just looks.

As for Tish Hegel, she is simply outstanding-she has so many credentials, you have to read her biography for yourself. She has been practicing for a loooong time, and her hands-on instruction and confident voice echoes in my ears even now (bring those shoulders down!). 

So far, I have done:  Ashtanga Inspired Flow (pretty intense, really hurt for 3 days, would recommend after getting into yoga for a while), Sivananda (ditto),  Focus Class (did a lot of bike riding and she focused on everybody's body issues and did the sequence right then and there for us and my lower back and knees felt amazing the day after) and this morning brought my friend to Kinetic Yoga: Morning Movement and Flow, which kicked our 6am asses a little bit but we both felt amazing afterwards!  She does tons of modifications, is always making sure we are okay, and is just super personable.

I did the huge package since I didn't renew my ASU gym membership for this summer, but you can do drop-in. 

Now for the cliched Yoga Review ending: 

NAMASTE!",positive
